Movie,Box_office,Certificate,Release_Data,Run_time,Budget,Genre,Director,Producer,Lead_Actor1,Lead_Actor2,Lead_Actor3
red-the-dark-side,    3 Crores,,,,,,Vikram Bhatt,Sunil Chainani,Aftab Shivdasani,Celina Jaitly,Amrita Arora
diary-of-a-butterfly,    26 Lakhs,,,,,,Vinod Mukhi,Anil Dalmia,Rati Agnihotri,Sofia Hayat,Udita Goswami
jawani-diwani-a-youthful-joyride,    6 Crores,,,,,,Manish Sharma,,Emraan Hashmi,Sherlyn Chopra,Hrishitaa Bhatt
infernal,    6 Crores,,,,,,,,Lita Lopez,Adam Daniel,John Bowman
shart-the-challenge,    6 Crores,,,,,,Puri Jagannadh,Sujit Kumar,Pawan Kalyan,Anupam Kher,Tusshar Kapoor
shaadi-se-pehle-aur-shaadi-ke-baad,    6 Crores,,,,,,Kommineni Seshagiri Rao,Jv Rukmangadan,Sailaja,Kommineni Seshagiri Rao,Pinjala Venkateswa Rao
jawani-ka-khoon,    6 Crores,,,,,,,,Kapil Dev,Jagathy Sreekumar,
jawani-ki-qurbani,    6 Crores,,,,,,,,Kapil Dev,Kapil Karzan,
shakalaka-boom-boom1,    6 Crores,,,,,,Suneel Darshan,Suneel Darshan,Kangana Ranaut,Bobby Deol,Anupam Kher
gumnaam-the-mystery,    6 Crores,,,,,,Neeraj Pathak,Subbir Mukherjee,Mahima Choudhary,Dino Morea,Suman Ranganathan
page-16,    3 Lakhs, U/A (INDIA),10-Aug-18, 1 HOUR  51 MINUTES,,"Horror, Mystery, Thriller",Shamshad Pathan,Shahzad Pathan,Master Aryan,Bidita Bag,Zakir Hussain
paapi-ek-satya-katha,    13 Lakhs,,,,,,Aziz Sejawal,,Prosenjit Chatterjee,Arya Babbar,Rajesh Sharma
apartment-rent-at-your-own-risk,    13 Lakhs,,,,,,Jag Mundhra,,Anupam Kher,Tanushree Dutta,Neetu Chandra
khamoshi2,    6 Crores, U/A (INDIA),14-Jun-19,,₹ 6 CRORES,"Horror, Thriller, Crime, Drama, Mystery",Chakri Toleti,Vashu Bhagnani,Bhoomika Chawla,Tamanna Bhatia,Sanjay Suri
gauri-the-unborn,    6 Crores,,,,,,Akku Akbar,Amit Mohan,Aku Akbar,Anupam Kher,Atul Kulkarni
gauri-the-unborn1,    6 Crores,,,,,,Akku Akbar,Amit Mohan,Aku Akbar,Anupam Kher,Atul Kulkarni
yeh-majhdhaar,    6 Crores,,,,,,Esmayeel Shroff,,Salman Khan,Manisha Koirala,Malvika Tiwari
veerey-ki-wedding,    2 Crores, U/A (INDIA),1-Mar-18, 2 HOURS  10 MINUTES,₹ 16 CRORES,"Comedy, Romance, Drama",Ashu Trikha,Rajat Bakshi,Jimmy Shergill,Kriti Kharbanda,Yuvika Chaudhry
mehndi,    2 Crores,,,,,,Hamid Ali Khan,Salim Merchant,Hamid Ali Khan,Rani Mukerji,Faraaz Khan
aasma-the-sky-is-the-limit,    2 Crores,,,,,,Rohit Naiyar,Ram Kishore Saxena,Seema Biswas,Khushboo Grewal,Mansi Dovhal
showbiz,    36 Lakhs,,,,,,Raju Khan,,Tushar Jalota,Vishal Agarwala,Shilpi Arora
jaagruti,    2 Crores,,,,,,Suresh Krissna,Sunanda R Shetty,Salman Khan,Karisma Kapoor,Prem Chopra
kuchh-meetha-ho-jaye,    2 Crores, U (INDIA),15-Apr-05, 2 HOURS  10 MINUTES,,"Comedy, Romance",Samar Khan,Ketan Maru,Shah Rukh Khan,Mahima Choudhary,Deepa Bakshi
ram-ratan,    12 Lakhs, U/A (INDIA),3-Nov-17, 2 HOURS  4 MINUTES,,"Romance, Drama, Romantic comedy",Govind Sakariya,Sanjay Patel,Rishi Bhutani,Sudha Chandran,Daisy Shah
khal-naaikaa,    12 Lakhs,,,,,,Saawan Kumar Tak,Saawan Kumar Tak,Jeetendra Kapoor,Jaya Prada,Anu Agrawal
dirty-politics,    6 Crores, A (INDIA),5-Mar-15, 2 HOURS  13 MINUTES,₹ 11 CRORES,Drama,K.c. Bokadia,Nihal Farhat,Kc Bokadia,Naseeruddin Shah,Jackie Shroff
prem-shakti,    1 Crores,,,,,,Shibu Mitra,,Govinda,Karisma Kapoor,Nitish Bharadwaj
wafaa,    33 Lakhs,,,,,,Rakesh Sawant,,Rajesh Khanna,Sudesh Berry,Tinnu Anand
yeh-raat-phir-na-aayegi,    33 Lakhs,,,,,,Nusrat Sayyed,Zakir Shabbir,Laxmikant Berde,Alpana Goswami,Jeetendra Kapoor
jaan-tere-naam,    33 Lakhs,,,,,,Deepak Balraj Vij,,Joan David,Balbinder Dhami,Ravi Baswani
nanhe-jaisalmer,    42 Lakhs, U (INDIA),14-Sep-07, 1 HOUR  52 MINUTES,₹ 5 CRORES,"Comedy, Drama, Family",Samir Karnik,,Bobby Deol,Vatsal Seth,Dwij Yadav
koi-mere-dil-se-poochhe,    3 Crores,,,,,,Vinay Shukla,Boney Kapoor,Anupam Kher,Jaya Bhaduri,Sanjay Kapoor
bardaasht,    2 Crores,,,,,,Eeshwar Nivas,Pooja Galani,Bobby Deol,Riteish Deshmukh,Nagesh Bhonsle
sheesha1,    2 Crores,,,,,,Ashu Trikha,Sunil Saini,Sonu Sood,Chartchai Kongsiri,Neha Dhupia
hotel-milan,    1 Lakhs, A (INDIA),16-Nov-18, 2 HOURS  10 MINUTES,,"Comedy, Drama",Vishal Mishra,Haresh Patel,Zakir Hussain,Kunaal Roy Kapur,Anil Rastogi
sakharam-b,    1 Lakhs,,,,,,,,Chitrangada Chakraborty,Anuja Sathe,Nachiket Purnapatre
pyar-koi-khel-nahi,    1 Lakhs,,,,,,Subhash Sehgal,Sibte Hassan Rizvi,Sunny Deol,Mahima Choudhary,Apoorva Agnihotri
itihaas,    6 Crores,,,,,,Raj Kanwar,Raj Kanwar,Ajay Devgan,Twinkle Khanna,Raj Babbar
roohani-taaqat,    6 Crores,,,,,,Mohan Bhakri,,Javed Khan,Gurdas Mann,Kiran Kumar
dav-pech,    6 Crores,,,,,,Kawal Sharma,,Bhanupriya,Jeetendra Kapoor,Prem Chopra
sanjay,    1 Crores,,,,,,Shahrukh Sultan,,Aayub Khan,Paresh Rawal,Sadashiv Amrapurkar
nachnewala-gaanewale,    1 Crores,,,,,,Babbar Subhash,,Saathi Ganguly,Shakti Kapoor,Avtar Gill
darna-zaroori-hai,    6 Crores, A (INDIA),28-Apr-06, 2 HOURS  4 MINUTES,₹ 8 CRORES,"Horror, Thriller, Drama, Comedy",Ram Gopal Varma,Ram Gopal Varma,J.d. Chakravarthi,Jd Chakravarthi,Manish Gupta
devta3,    1 Crores,,,,,,,,Mithun Chakraborty,Aditya Pancholi,Arun Bakshi
bhai-bhai,    2 Crores,,,,,,Sikander Bharti,,Akshaye Khanna,Ashish Duggal,Manek Bedi
speed1,    1 Crores,,,,,,Vikram Bhatt,Harry Baweja,Tanushree Dutta,Zayed Khan,Urmila Matondkar
tum-ho-yaara,    4 Lakhs,,,,,,Natti Kumar,Natti Kumar,Dr. Jay,Shobana,Ganesh Venkatraman
naaraaz,    4 Lakhs,,,,,,Mahesh Bhatt,Bharat S Shah,Mithun Chakraborty,Sonali Bendre,Atul Agnihotri
trust-no-1,    4 Lakhs,,,,,,,,Kious Wornick,Donald Prabatah,Alexander Petakov
chaand-kaa-tukdaa,    13 Crores,,,,,,Saawan Kumar Tak,Saawan Kumar Tak,Salman Khan,Sridevi Kapoor,Anupam Kher
sheetalbhabicom,    13 Crores,,,,,,C.m. Jain,Cm Jain,Cm Jain,Hina Tasleem,Kaivalya Chheda
maa2,    13 Crores,,,,,,Ajay Kashyap,,Jeetendra Kapoor,Jaya Prada,Sahila Chaddha
platform,    13 Crores,,,,,,Deepak Pawar,Mukesh Duggal,Deepak Pawar,Ajay Devgan,Nandini Singh
ek-tha-raja,    2 Crores,,,,,,Dayal Nihalani,Ramesh J Sharma,Saif Ali Khan,Sunil Shetty,Aditya Pancholi
money-hai-toh-honey-hai,    3 Crores, U/A (INDIA),25-Jul-08, 2 HOURS  17 MINUTES,₹ 18 CRORES,"Comedy, Drama",Ganesh Acharya,Govind Agarwal,Govinda,Manoj Bajpayee,Hansika Motwani
yeh-hai-bakrapur,    16 Lakhs, U (INDIA),9-May-14, 1 HOUR  35 MINUTES,₹ 5 CRORES,"Comedy, Drama",Janaki Vishwanathan,Ramesh Sriivatsava Aruunachalam,Anshuman Jha,Amit Sial,Yoshika Verma
dilliwaali-zaalim-girlfriend,    16 Lakhs,,,,,,Japinder Kaur,Manjeet Kaur,Jackie Shroff,Divyendu Sharma,Pradhuman Singh
tulsi-mathrudevobhava,    16 Lakhs,,,,,,,,Irrfan Khan,Manisha Koirala,Sadashiv Amrapurkar
baaghi-a-rebel-for-love,    5 Crores,,11-Dec-90, 2 HOURS  37 MINUTES,₹ 5 CRORES,"Action, Romance",Deepak S. Shivdasani,,Salman Khan,Nagma Sadanah,Mohnish Bahl
ajay,    9 Crores,,,,,,Suneel Darshan,Suneel Darshan,Karisma Kapoor,Sunny Deol,Laxmikant Berde
vikram-the-king,    9 Crores,,,,,,Prabhu Solomon,,Vikram,Sneha Prasanna,Nasser
saajan-ki-baahon-mein,    1 Crores,,,,,,Jay Prakash,,Jai Prakash,Tabu Hashmi,Rishi Kapoor
cheetah1,    3 Crores,,,,,,,,,,
kaagaz-ke-fools,    35 Lakhs, U/A (INDIA),24-Apr-15, 1 HOUR  44 MINUTES,₹ 4 CRORES,Comedy,Anil Kumar Chaudhary,Faisal Kapadia,Mugdha Godse,Raima Sen,Vinay Pathak
chehraa,    42 Lakhs, U/A (INDIA),18-Feb-05, 2 HOURS  26 MINUTES,₹ 4 CRORES,Thriller,Saurabh Shukla,Dilkhush Doshi,Saurabh Shukla,Irrfan Khan,Bipasha Basu
paap-ka-ant,    42 Lakhs,,,,,,Vijay Reddy,Gautam Bokadia,Rajesh Khanna,Madhuri Dixit,Govinda
saaya,    3 Crores,,,,,,Anurag Basu,Mukesh Bhatt,John Abraham,Mahima Choudhary,Tara Sharma
ghar-ka-chiraag,    3 Crores,,,,,,Sikander Bharti,Rajeev Kumar Chowdhary,Rajesh Khanna,Neelam Kothari,Shafi Inamdar
click,    1 Crores, A (INDIA),19-Feb-10, 2 HOURS  7 MINUTES,₹ 7 CRORES,"Drama, Horror, Mystery, Thriller, Fantasy",Sangeeth Sivan,Sangeeth Sivan,Rehan Khan,Sada,Sneha Ullal
maan-gaye-mughal-e-azam,    1 Crores, U/A (INDIA),22-Aug-08, 2 HOURS  18 MINUTES,,"Comedy, Crime, Drama",Sanjay Chhel,Bharat S Shah,Rahul Bose,Kay Kay Menon,Mallika Sherawat
aa-ab-laut-chalen,    11 Crores,,,,,,Rishi Kapoor,Rishi Kapoor,Aishwarya Rai Bachchan,Rajesh Khanna,Akshaye Khanna
tera-mera-tedha-medha,    2 Lakhs,,,,,,Chittaranjan Tripathy,Sanjiv Chopra,Reema Worah,Rahul Bagga,Rajesh Sharma
gair,    3 Crores,,,,,,Ashok Gaikwad,,Ajay Devgan,Ajinkya Deo,Raveena Tandon
mere-yaar-ki-shaadi-hai,    8 Crores,,,,,,Sanjay Gadhvi,Aditya Chopra,Bipasha Basu,Jimmy Shergill,Tushar Dalvi
p-se-pm-tak,    5 Lakhs, U/A (INDIA),29-May-15, 2 HOURS  8 MINUTES,,"Comedy, Drama",Kundan Shah,Reshmaa Kadakia,Bharat Jadhav,Anand Kale,Meenakshi Dixit
bichhoo,    10 Crores,,,,,,Guddu Dhanoa,Guddu Dhanoa,Rani Mukerji,Bobby Deol,Sachin Khedekar
jai-veeru-friends-forever,    10 Crores,,,,,,Puneet Sira,,Fardeen Khan,Kunal Khemu,Dia Mirza
bullet-raja,    32 Crores, U/A (INDIA),28-Nov-13, 2 HOURS  39 MINUTES,₹ 52 CRORES,"Action, Drama, Crime, Fantasy",,,,,
raja-bhaiya,    1 Crores,,,,,,Raman Kumar,Kalyani Singh,Govinda,Sadashiv Amrapurkar,Aarti Chhabria
chhota-bheem-dus-pe-dus,    1 Crores,,,,,,Rajiv Chilaka,,Jigna Bhardwaj,Rupa Bhimani,Julie Tejwani
time-out,    4 Lakhs, U/A (INDIA),25-Sep-15, 1 HOUR  38 MINUTES,,"Drama, Family, Musical, Music",Rikhil Bahadur,Rikhil Bahadur,Chirag Malhotra,Pranay Pachauri,Kaamya Sharma
chal-pichchur-banate-hain,    14 Lakhs,,,,,,Pritish Chakraborty,,Sagar Bhangade,Vipul Bhatt,Manmeet Dhanjal
qasam-se-qasam-se,    22 Lakhs, U/A (INDIA),15-Jun-12, 2 HOURS  12 MINUTES,₹ 2 CRORES,Romance,Ashfaque Makrani,Dharmendra Nath Thakur,Faith,Farhan,Omkar Das Manikpuri
aisha-i,    15 Crores, U (INDIA),6-Aug-10, 2 HOURS  6 MINUTES,₹ 18 CRORES,"Comedy, Drama, Romance",Rajshree Ojha,Anil Kapoor,Sonam Kapoor,Abhay Deol,Lisa Haydon
zeher,    7 Crores,,,,,,Mohit Suri,,Emraan Hashmi,Meera Rubab,Udita Goswami
mujhse-dosti-karoge,    12 Crores, U (INDIA),8-Aug-02, 2 HOURS  28 MINUTES,₹ 12 CRORES,"Musical, Romance, Drama, Family",Kunal Kohli,Yash Chopra,Rani Mukerji,Hrithik Roshan,Kareena Kapoor Khan
total-siyappa,    13 Crores,,6-Mar-14, 1 HOUR  46 MINUTES,₹ 10 CRORES,"Comedy, Drama, Romance",Eeshwar Nivas,,Anupam Kher,Yami Gautam,Ali Zafar
tera-jadoo-chal-gayaa,    9 Crores,,,,,,A. Muthu,Vashu Bhagnani,A Muthu,Abhishek Bachchan,Sanjay Suri
sauda,    43 Lakhs,,,,,,Ramesh Modi,Sudhakar Bokade,Ajinkya Deo,Neelam Kothari,Vikas Bhalla
janam-kundli,    1 Crores,,,,,,Tariq Shah,,Vinod Khanna,Anupam Kher,Reena Roy
main-hoon-chalbaaz1,    1 Crores,,,,,,,,Meera Jasmine,Pawan Kalyan,Natanya Singh
1978-a-teen-night-out1,    1 Crores,,3-May-19,,,Thriller,,,Rishabh Raj,Gaurav Sharma,Sunny Yadav
mr-bhatti-on-chutti,    2 Lakhs,,,,,,Karan Razdan,Ashwani Chopra,Amitabh Bachchan,Anupam Kher,Bhairavi Goswami
paap-ki-aandhi,    2 Lakhs,,,,,,Mehul Kumar,,Dharmendra,Amrita Singh,Aditya Pancholi
ishq-forever,    20 Lakhs, U (INDIA),18-Feb-16, 2 HOURS  5 MINUTES,,"Romance, Drama",Sameer Sippy,Shabbir Boxwala,Lisa Ray,Ruhi Singh,Zakir Hussain
mehbooba1,    2 Crores,,10-Jul-08, 2 HOURS  42 MINUTES,₹ 22 CRORES,"Drama, Romance, Comedy",Afzal Khan,Afzal Khan,Ajay Devgan,Sanjay Dutt,Manisha Koirala
bhairavi2,    3 Lakhs,,,,,,Aruna Raje,Amit Khanna,Ashwini Bhave,Sridhar,Kashinath
utt-pataang,    40 Lakhs, U (INDIA),1-Feb-11, 2 HOURS  0 MINUTE,₹ 5 CRORES,"Comedy, Drama",Srikanth Velagaleti,Aparna Joshi,Mahie Gill,Mona Singh,Vinay Pathak
yeh-faasley,    26 Lakhs, U/A (INDIA),4-Mar-11, 2 HOURS  25 MINUTES,₹ 6 CRORES,"Crime, Drama, Mystery",Yogesh Mittal,Omprakash Mittal,Anupam Kher,Seema Biswas,Pavan Malhotra
krishan-avtaar,    26 Lakhs,,,,,,Ashok Gaekwad,,Mithun Chakraborty,Hashmat Khan,Somy Ali
roti-kee-keemat,    26 Lakhs,,,,,,Ramesh Ahuja,Suresh Grover,Mithun Chakraborty,Sadashiv Amrapurkar,Kimi Katkar
hum-tum-shabana,    1 Crores, U/A (INDIA),30-Sep-11, 2 HOURS  4 MINUTES,₹ 12 CRORES,"Comedy, Crime, Drama, Romance",Sagar Ballary,Sameer Chand,Surveen Chawla,Tusshar Kapoor,Shreyas Talpade
jawab4,    1 Crores,,,,,,Ajay Kashyap,Anuj Sharma,Karisma Kapoor,Raaj Kumar Pandit,Prem Chopra
hum-tum-dushman-dushman,    12 Lakhs,,,,,,Iqbal Durrani,Akhtar Rasool,Iqbal Durrani,Mashaal Durrani,Sohini Paul
megha,    35 Lakhs,,,,,,Mohanji Prasad,Mohanji Prasad,Mohanji Prasad,Karisma Kapoor,Shammi Kapoor
jajantaram-mamantaram,    3 Crores,,,,,,Soumitra Ranade,Arunima Roy,Manav Kaul,Nishith Dadhich,Dipannita Sharma
hai-apna-dil-toh-awara,    6 Lakhs, U/A (INDIA),5-Aug-16, 2 HOURS  7 MINUTES,,"Comedy, Romance",Monjoy Joy Mukerji,Monjoy Joy Mukerji,Nilesh Lalwani,Herry Tangiri,Vikram Kochhar
khudai,    6 Lakhs,,,,,,Johny Bakshi,Usman Khan,Rajesh Khanna,Madhavi Sharma,Gulshan Grover
thakshak,    3 Crores,,,,,,Govind Nihalani,Govind Nihalani,Ajay Devgan,Tabu Hashmi,Vihing Nayak
main-zaroor-aaunga,    7 Lakhs, A (INDIA),27-Sep-19, 1 HOUR  40 MINUTES,,"Horror, Thriller, Drama",Chandrakant Singh,Chandrakant Singh,Aindrita Ray,Vikas Verma,Arbaaz Khan
daulat-ki-jung,    7 Lakhs,,,,,,S.a. Kader,Jalil Ahmed,Sa Kader,Aamir Khan,Juhi Chawla
emotional-atyachar,    7 Lakhs,,,,,,Akshay Shere,Vijay Gutte,Mohit Ahlawat,Kalki Koechlin,Sakshi Gulati
junglee2,    22 Crores, U/A (INDIA),28-Mar-19,,₹ 46 CRORES,"Action, Adventure, Thriller",Rohan Sippy,Rohan Sippy,Chuck Russell,Raaghav Dar,Atul Kulkarni
c-u-at-9,    19 Lakhs,,,,,,Marlon Rodrigues,Praful Salunke,Malavika Konnur,Kanksha,Jen
pankh,    15 Lakhs, A (INDIA),2-Apr-10, 1 HOUR  38 MINUTES,₹ 5 CRORES,Drama,Sudipto Chattopadhyay,Sanjay Gupta,Bipasha Basu,Ronit Roy,Lillete Dubey
sharmaji-ki-lag-gai,    6 Lakhs, U/A (INDIA),15-Mar-19, 2 HOURS  2 MINUTES,,"Comedy, Drama",Manoj Sharma,Vanshmani Sharma,Krishna Abhishek,Mugdha Godse,Gopi Bhalla
maseeha,    1 Crores,,,,,,Partho Ghosh,Pravin Shah,Sunil Shetty,Manek Bedi,Namrata Shirodkar
agyaat,    5 Crores,,7-Aug-09, 2 HOURS  10 MINUTES,₹ 8 CRORES,"Drama, Horror, Mystery, Thriller",Ram Gopal Varma,,Nithiin Kumar Reddy,Rasika Dugal,Gautam Rode
chitkabrey,    13 Lakhs,,,,,,Suneet Arora,Firoz Bagban,Ravi Kishan Shukla,Divya Divedi,Rajesh Shringarpore
guest-iin-london,    10 Crores, U/A (INDIA),6-Jul-17, 2 HOURS  18 MINUTES,,"Comedy, Drama",Ashwani Dhir,Abhishek Pathak,Kartik Aaryan,Ajay Devgan,Kriti Kharbanda
direct-ishq,    39 Lakhs,,19-Feb-16, 2 HOURS  10 MINUTES,,"Action, Comedy, Romance, Romantic comedy",Rajiv S. Ruia,Parag Desai,Rajiv S Ruia,Arjun Bijlani,Rajniesh Duggall
bezubaan-ishq,    39 Lakhs, U (INDIA),3-Jul-15, 2 HOURS  10 MINUTES,,"Musical, Romance",Jashwant Gangani,Jashwant Gangani,Mugdha Godse,Sneha Ullal,Sachin Khedekar
wedding-pullav,    52 Lakhs, U/A (INDIA),15-Oct-15, 2 HOURS  3 MINUTES,,"Comedy, Romance, Family",Binod Pradhan,Anu Ranjan,Rishi Kapoor,Diganth Manchale,Karan V. Grover
daal-mein-kuch-kaala-hai,    37 Lakhs,,,,,,Anand Balraj,Deepak Bali,Jackie Shroff,Sudesh Berry,Kishore Anand Bhanushali
kya-love-story-hai,    2 Crores, A (INDIA),19-Apr-07, 2 HOURS  0 MINUTE,₹ 7 CRORES,"Comedy, Drama, Romance",Lovely Singh,Nr Pachisia,Kareena Kapoor Khan,Ayesha Takia,Tusshar Kapoor
popcorn-khao-mast-ho-jao,    89 Lakhs, U/A (INDIA),1-Oct-04, 2 HOURS  23 MINUTES,₹ 2 CRORES,"Comedy, Drama, Romance",Kabir Sadanand,Rangita Pritish Nandy,Akshay Kapoor,Tanishaa Mukerji,Deepak Tijori
tune-mera-dil-le-liya-pinjara,    89 Lakhs,,,,,,Bb Bhalla,Bb Bhalla,Naseeruddin Shah,Raveena Tandon,Rahul Roy
aaj-kie-aurat,    89 Lakhs,,,,,,Avtar Bhogal,,Anupam Kher,Dimple Kapadia,Jeetendra Kapoor
qahar,    6 Crores,,,,,,Rajkumar Kohli,Rajkumar Kohli,Sunny Deol,Sunil Shetty,Sonali Bendre
money-back-guarantee,    10 Lakhs,,,,,,Sunil Pal,Sarita Pal,Sunil Pal,Bharti Singh,Sunil Pal
chaahat-ek-nasha,    1 Crores,,,,,,Jay Prakash,,Surya Prakash,Manisha Koirala,Preeti Jhangiani
love-you-family1,    1 Crores,,,,,,Sachindra Sharma,Vipul Diwani,Aksha Pardasany,Aksha Pardasany,Nalin Vora
jodidar1,    1 Crores,,,,,,Tlv Prasad,,Mithun Chakraborty,Raasi,Prem Chopra
antim-nyay,    1 Crores,,,,,,,,,,
vodka-diaries,    98 Lakhs, U/A (INDIA),19-Jan-18, 2 HOURS  0 MINUTE,,"Thriller, Mystery",Kushal Srivastava,Kushal Srivastava,Kushal Srivastava,Rishi Bhutani,Kay Kay Menon
bollywood-diaries,    33 Lakhs,,26-Feb-16, 2 HOURS  3 MINUTES,,Drama,K.d. Satyam,,Robin Das,Raima Sen,Ekavali Khanna
dracula2,    20 Million,,,,,,,,Sadashiv Amrapurkar,Mohan Joshi,Kiran Kumar
who-is-there-kaun-hai-wahan,    20 Million,,,,,,Ahmed Ejaz,,Gagan Kang,Hemant Birje,Kalpana Mathur
whos-there-ii,    22 Crores,,,,,,Ahmed Ejaz,Shaikh Shaikh,Ejaz Ahmed,Gagan Kang,Hemant Birje
battalion-609,    14 Lakhs, U/A (INDIA),11-Jan-19, 2 HOURS  22 MINUTES,,"War, Drama, Action",Brijesh Batuknath Tripathi,Naraindas Lalwani,Vicky Ahuja,Elena Kazan,Amit Verma
game-i,    40 Lakhs,,,,,,Abhinay Deo,Farhan Akhtar,Kangana Ranaut,Abhishek Bachchan,Jimmy Shergill
aatank2,    40 Lakhs,,,,,,Prem Lalwani,Prem Lalwani,Dharmendra,Girish Karnad,Nafisa Ali
dongri-ka-raja,    51 Lakhs, A (INDIA),11-Nov-16, 2 HOURS  19 MINUTES,,"Action, Drama, Romance",Hadi Ali Abrar,Ps Chatwal,Hadi Abrar,Sunny Leone,Ronit Roy
waah-tera-kya-kehna,    1 Crores,,,,,,Manoj Agrawal,Sibte Hassan Rizvi,Govinda,Shammi Kapoor,Raveena Tandon
bhoomi,    9 Crores,,2012, 1 HOUR  36 MINUTES,₹ 31 CRORES,,,,,,
amba,    9 Crores,,,,,,Mohan Kumar,Mohan Kumar,Anil Kapoor,Shabana Azmi,Rajan Sippy
double-cross-ek-dhoka,    9 Crores,,,,,,Vicky Tejwani,Vicky Tejwani,Sahil Khan,Ayesha Jhulka,Negar Khan
baap-numbri-beta-dus-numbri,    9 Crores,,,,,,Aziz Sejawal,,Jackie Shroff,Aditya Pancholi,Bharat Bhushan
gang-of-ghosts,    1 Crores, U/A (INDIA),20-Mar-14, 2 HOURS  9 MINUTES,₹ 16 CRORES,"Comedy, Drama, Horror, Action, Romance",Satish Kaushik,Bharat S Shah,Parambrata Chatterjee,Jackie Shroff,Anupam Kher
lal-baadshah,    7 Crores,,,,,,K.c. Bokadia,Kc Bokadia,Kc Bokadia,Amitabh Bachchan,Manisha Koirala
home-delivery,    1 Crores,,,,,,Sujoy Ghosh,Sujoy Ghosh,Abhishek Bachchan,Juhi Chawla,Naseeruddin Shah
sangdil-sanam,    73 Lakhs,,,,,,Shomu Mukherjee,Shomu Mukherjee,Salman Khan,Manisha Koirala,Ashok Saraf
prem-pratigyaa,    73 Lakhs,,,,,,Bapu,U Loganathan,Satthiraju Lakshmi Narayana,Madhuri Dixit,Mithun Chakraborty
mumbai-se-aaya-mera-dost,    2 Crores,,,,,,Apoorva Lakhia,Vishal Nihalani,Amitabh Bachchan,Abhishek Bachchan,Lara Dutta
hijack,    2 Crores, U/A (INDIA),5-Sep-08, 2 HOURS  2 MINUTES,₹ 9 CRORES,"Action, Drama, Thriller",Kunal Shivdasani,Dinesh Vijan,Shiney Ahuja,Ishita Chauhan,Esha Deol
do-ankhen-barah-hath,    2 Crores,,,,,,Kirti Kumar,Sashee Prabhoo,Govinda,Arun Govil,Sadashiv Amrapurkar
divya-shakti,    2 Crores,,,,,,Sameer Malkan,Dinesh Patel,Ajay Devgan,Ashish Duggal,Raveena Tandon
nirdosh1,    77 Lakhs, A (INDIA),19-Jan-18, 1 HOUR  50 MINUTES,,"Mystery, Drama, Thriller, Crime",Pradeep Rangwani,Pradeep Rangwani,Subroto Paul,Manisha Kelkar,Manjari Phadnis
jashnn-the-music-within,    77 Lakhs,,,,,,Raksha Mistry,Mukesh Bhatt,Hasnain Hyderabadwala,Natasha Jain,Atul Kinagi
bin-bulaye-baraati,    2 Crores,,,,,,Chandrakant Singh,Dhanraj Jethani,Rati Agnihotri,Mallika Sherawat,Priyanka Kothari
machine,    2 Crores, U/A (INDIA),16-Mar-17, 2 HOURS  28 MINUTES,₹ 30 CRORES,"Action, Mystery, Romance, Thriller",Abbas Alibhai Burmawalla,Dhaval Gada,Mastan Alibhai Burmawalla,Abbas Burmawalla,Mustan Burmawalla
bedardi,    2 Crores,,,,,,Krishnakant Pandya,Lawrence D'souza,Ajay Devgan,Ramesh Bhatkar,Naseeruddin Shah
karar-the-deal,    2 Crores,,,,,,Sabir Shaikh,Shashi Kiran B Vadiya,Sabir,Tarun Arora,Mahek Chahal
vijeta,    3 Crores,,,,,,K Muralimohana Rao,Anil Rathi,Sanjay Dutt,Raveena Tandon,Paresh Rawal
jung1,    6 Crores,,,,,,Rama Rao Tatineni,,Ajay Devgan,Mithun Chakraborty,Rambha
paisa-vasool,    46 Lakhs,,9-Jan-04, 2 HOURS  19 MINUTES,₹ 3 CRORES,Comedy,Srinivas Bhashyam,Manisha Koirala,Manisha Koirala,Sushmita Sen,Makrand Deshpande
kuch-kuch-locha-hai,    2 Crores, A (INDIA),8-May-15, 2 HOURS  24 MINUTES,₹ 15 CRORES,"Comedy, Drama",Devang Dholakia,Alpesh D Jain,Navdeep Chhabra,Sunny Leone,Ram Kapoor
phamous,    33 Lakhs, A (INDIA),1-Jun-18, 1 HOUR  55 MINUTES,,"Comedy, Crime, Drama, Romance",Karan Butani,Amitabh Chandra,Jimmy Shergill,Shriya Saran,Jackie Shroff
rise-of-the-zombie,    28 Lakhs,,,,,,Luke Kenny,,Devaki Singh,Kirti Kulhari,Tasya Stepanova
raja-ki-ayegi-baraat,    28 Lakhs,,,,,,Ashok Gaikwad,Salim Akhtar,Rani Mukerji,Mohnish Bahl,Divya Dutta
dharam-sankat,    28 Lakhs,,,,,,N.d. Kothari,,Nd Kothari,Vinod Khanna,Raj Babbar
the-shaukeens,    18 Crores, U/A (INDIA),6-Nov-14, 2 HOURS  5 MINUTES,₹ 41 CRORES,Comedy,Abhishek Sharma,Murad Khetani,Akshay Kumar,Kareena Kapoor Khan,Sunil Shetty
zindagi-jalebi,    1 Lakhs,,,,,,Karan Kashyap,Kanti Chheda,Karan Kashyyap,Karan Kashyap,Avinash Bhargava
katti-batti,    23 Crores, U/A (INDIA),17-Sep-15, 2 HOURS  18 MINUTES,₹ 32 CRORES,"Comedy, Romance, Drama, Romantic comedy",Nikhil Advani,Nikhil Advani,Kangana Ranaut,Imran Khan,Methalaka Gavin
